pipeID,Shape_length
KQD0991010,23.89460164
KQD0991011,6.796815397
KQD0991012,61.96443611
KQD0991013,33.88546682
KQD0991014,24.33503093
KQD0991015,29.94507493
KQD0991016,21.99379877
KQD0991017,65.86939027
KQD0991019,49.74651448
KQD0991020,47.73149984
KQD0991021,26.87180282
KQD0991022,10.02352919
KQD0991023,26.99683938
KQD0991024,6.995991423
KQD0991025,21.60235067
KQD0991026,33.91762688
KQD0997001,36.53798439
KQD0997002,32.44344125
KQD0997003,23.20951638
KQD0997004,52.49983184
KQD0997005,30.63305274
KQD0997006,31.11649931
KQD0997007,44.00331825
KQD0997008,11.53922899
KQD0997009,31.97443968
KQD0997010,47.56303641
KQD0997011,41.93994567
KQD0997012,33.07028471
KQD0997013,30.02763695
KQD0997014,29.98909074
KQD0997015,38.70384937
KQD0997016,36.01082449
KQD0997017,35.95970245
KQD0997018,30.22576378
KQD0997019,30.06190351
KQD0997020,29.93430295
KQD0997021,35.97485506
KQD0997022,19.706724
KQD0997023,45.10546221
KQD0997024,21.575455
KQD0997025,23.06598186
KQD0997026,25.04362309
KQD0997027,25.06010069
KQD0997028,25.98642318
KQD0997029,27.86457083
KQD0997030,28.97713865
KQD0997031,27.43311209
KQD0997032,43.12217282
KQD0997033,12.12850854
KQD0997034,23.31793387
KQD0997035,9.991730677
KQD0997036,27.90843414
KQD0997037,36.98550982
KQD0997038,37.95597722
KQD0997039,18.03975502
KQD0997040,25.60221887
KQD0997041,5.738527032
KQD0997042,35.1412552
KQD0997043,14.97569128
KQD0997044,46.0990657
KQD0997045,34.62622639
KQD0997046,37.05332226
KQD0997047,31.51309407
KQD0997048,16.03581147
KQD0997049,30.10795133
KQD0997050,30.97923718
KQD0997051,32.07625232
KQD0997052,31.14310752
KQD0997053,30.94105325
KQD0997054,54.26641397
KQD0997055,19.70231248
KQD0997056,21.04988368
KQD0997057,20.85170856
KQD0997058,25.5702433
KQD0997059,24.92378845
KQD0997060,27.33643606
KQD0997061,14.92140367
KQD0997062,14.89207765
KQD0997063,14.93111204
KQD0997064,34.64303788
KQD0997065,30.99444812
KQD0997066,22.20314982
KQD0997067,41.99201524
KQD0997068,32.91199266
KQD0997069,61.55833259
KQD0997070,46.05945145
KQD0997301,39.91884313
KQD0997302,39.92156693
KQD0997303,52.61504267
KQD0997304,38.56630547
KQD0997305,47.65618059
KQD0997306,40.92071705
KQD0997307,42.00224306
KQD0997308,44.01189717
KQD0997309,40.22640454
KQD0997310,33.02606882
KQD0997311,39.94702284
KQD0997312,44.10837779
KQD0997313,55.83060268
KQD0997314,37.55772485
KQD0997315,53.71025012
KQD0997316,54.58797961
KQD0997317,55.02875524
KQD0997318,28.25643288
KQD0997319,13.34001118
KQD0997320,41.08089648
KQD0997321,33.99945303
KQD0997322,36.81029132
KQD0997323,19.99244432
KQD0997324,42.09773356
KQD0997325,42.09669076
KQD0997326,42.14345369
KQD0997327,44.03997371
KQD0997328,44.10651735
KQD0997329,38.65924219
KQD0997330,38.46721957
KQD0997331,57.8894684
KQD0997332,54.06626058
KQD0997333,54.76650926
KQD0997334,53.3537748
KQD0997335,29.87302843
KQD0997336,29.99825189
KQD0997337,36.28110502
KQD0997338,51.68391984
KQD0997339,52.22065182
KQD0997340,34.26507165
KQD0997341,50.18891521
KQD0997342,22.96289192
KQD0997343,22.86628903
KQD0997344,22.93858173
KQD0997345,25.00898502
KQD0997346,25.1039136
KQD0997347,26.64135543
KQD0997348,32.9149603
KQD0997349,27.05279469
KQD0997350,40.97505086
KQD0997351,28.95497178
KQD0997352,26.98368595
KQD0997353,32.83577387
KQD0997354,32.78682433
KQD0997355,39.84489591
KQD0997356,34.16478104
KQD0997357,49.20184428
KQD0997358,44.75732525
KQD0997359,51.92109694
KQD0997360,35.94731381
KQD0997361,55.82890574
KQD0997362,43.11758401
KQD0998001,44.13641147
KQD0998002,27.90351131
KQD0998003,26.9539424
KQD0998004,50.48234488
KQD0998005,32.3859601
KQD0998006,34.22623041
KQD0998007,33.95608123
KQD0998008,35.03246325
KQD0998009,10.29570227
KQD0998010,9.940548283
KQD0998011,10.04320581
KQD0998012,36.82918003
KQD0998013,38.67888391
KQD0998014,9.817490554
KQD0998015,13.9949033
KQD0998016,24.41499763
KQD0998017,26.94503133
KQD0998018,10.90767177
KQD0998019,33.07855908
KQD0998020,72.31293341
KQD0998021,23.58525499
KQD0998022,42.88058003
KQD0998023,23.64131213
KQD0998024,30.07182439
KQD0998025,36.05455989
KQD0998026,36.47199627
KQD0998027,10.99735088
KQD0998028,10.96964932
KQD0998029,10.88739443
KQD0998030,44.26804346
KQD0998031,35.01864976
KQD0998032,31.90531068
KQD0998033,40.44991449
KQD0998034,27.97116831
KQD0998035,21.17760867
KQD0998036,15.04658736
KQD0998037,29.52278363
KQD0998038,19.00663485
KQD0998039,19.99967261
KQD0998040,38.91842312
KQD0998041,37.8135834
KQD0998042,10.12298816
KQD0998043,9.907433902
KQD0998044,10.68575584
KQD0998045,32.22134362
KQD0998046,8.191865086
KQD0998047,10.47874689
KQD0998048,46.69263542
KQD0998049,13.3298354
KQD0998050,12.58508471
KQD0998051,22.99205232
KQD0998052,15.96128321
KQD0998053,47.80904995
KQD0998054,49.15066563
KQD0998055,43.27105684
KQD0998056,19.07706477
KQD0998057,36.28117366
KQD0998058,32.15164017
KQD0998059,40.22994684
KQD0998060,21.94120221
KQD0998061,50.57151607
KQD0998062,56.72558266
KQD0998063,41.32111221
KQD0998064,44.05181901
KQD0998065,20.80317033
KQD0998066,11.06089016
KQD0998067,45.93873226
KQD0998068,47.44672655
KQD0998069,18.24431062
KQD0998070,51.03919524
KQD0998071,54.68892636
KQD0998072,51.21637804
KQD0998073,26.91440898
KQD0998074,23.48702888
KQD0998075,20.78929181
KQD0998076,20.84693169
KQD0998077,20.67708983
KQD0998078,24.39474279
KQD0998079,45.15513668
KQD0998080,49.06774834
KQD0998301,45.39382692
KQD0998302,58.94947857
KQD0998303,51.68409884
KQD0998304,51.41262101
KQD0998305,14.96945526
KQD0998306,12.52952038
KQD0998307,13.49473435
KQD0998308,13.0607872
KQD0998309,14.91042431
KQD0998310,56.89528303
KQD0998311,33.9883089
KQD0998312,33.88514418
KQD0998313,33.6028934
KQD0998314,35.86027096
KQD0998315,32.89446785
KQD0998316,26.76732206
KQD0998317,64.0426732
KQD0998318,52.11594884
KQD0998319,30.92958199
KQD0998320,27.05070698
KQD0998321,26.94249411
KQD0998322,67.22436399
KQD0998323,42.83751275
KQD0998324,30.08145465
KQD0998325,58.14886789
KQD0998326,37.01998644
KQD0998327,18.4284711
KQD0998328,19.01253191
KQD0998329,34.96988479
KQD0998330,42.96313937
KQD0998331,27.67085912
KQD0998332,44.54885865
KQD0998333,27.95419788
KQD0998334,30.21785566
KQD0998335,29.482237
KQD0998336,29.71843271
KQD0998337,50.05652152
KQD0998338,56.47018776
KQD0998339,14.11577877
KQD0998340,13.82877793
KQD0998341,41.06261889
KQD0998342,46.73565215
KQD0998343,14.00848355
KQD0998344,13.93182403
KQD0998345,16.93111223
KQD0998346,48.37687891
KQD0998347,49.0439786
KQD0998348,39.91272607
KQD0998349,36.19629724
KQD0998350,36.0910394
KQD0998351,27.83731683
KQD0998352,53.09320965
KQD0998353,22.84374204
KQD0998354,47.37534108
KQD0998355,54.18986748
KQD0998356,50.75705918
KQD0998357,19.83106113
KQD0998358,21.55111927
KQD0998359,29.72496695
KQD0998360,43.56288607
KQD0998361,53.9671361
KQD0998362,39.32266797
KQD0998363,21.65172437
KQD0998364,53.93756608
KQD0998365,50.05890209
KQD0998366,27.2401431
KQD0998367,50.93581392
KQD0998368,54.72202286
KQD0998369,51.11391196
KQD0998370,23.51451823
KQD0998371,20.75380191
KQD0998372,21.18687078
KQD0998373,20.46111013
KQD0998374,23.7329301
KQD0998375,41.11012146
KQD0998376,43.0745349
KQD1809003,29.94193082
KQD1809004,9.866368864
KQD1809005,6.902189428
KQD1809006,6.031590056
KQD1809008,37.89808312
KQD1809009,49.96896218
KQD1809010,27.87060896
KQD1809011,49.86957719
KQD1809012,35.8539876
KQD1859301,6.668359288
KQD1867001,19.4487314
KQD1867002,25.00492783
KQD1867003,24.93292558
KQD1867004,25.11292401
KQD1867005,24.82621394
KQD1867006,25.21059891
KQD1867301,35.99625688
KQD1867302,30.23410365
KQD1867303,30.34771918
KQD1867304,30.23718456
KQD1867305,32.65351449
KQD1867306,32.8932811
KQD1868001,19.94096754
KQD1868002,18.95506117
KQD1868003,24.93292558
KQD1868004,25.04240127
KQD1868005,24.8458056
KQD1868006,20.37784144
KQD1868007,19.29266554
KQD1868008,18.95265825
KQD1868009,19.19494513
KQD1868010,18.9078939
KQD1868011,25.04886992
KQD1868012,25.07696138
KQD1868013,24.92913712
KQD1868014,24.64694741
KQD1868015,19.49764312
KQD1868016,19.54070025
KQD1868017,24.87710419
KQD1868018,25.05411347
KQD1868019,18.21867428
KQD1868020,9.993700902
KQD1868021,8.513806095
KQD1868022,13.45845307
KQD1868023,24.99269744
KQD1868024,14.56585934
KQD1868025,12.39643191
KQD1868302,36.93918541
KQD1868303,35.08314036
KQD1868304,57.20551589
KQD1868305,57.58118508
KQD1868307,25.01322964
KQD1868308,14.10353771
KQD1868309,9.80745159
KQD1868310,8.233745577
KQD1868311,12.79105574
KQD1868312,43.08378494
KQD1868313,68.6250838
KQD1868314,29.49925809
KQD1868315,30.35622304
KQD1868316,16.18158807
KQD1868317,11.00216766
KQD1868318,42.5722656
KQD1868319,19.62418898
KQD1868320,12.1535493
KQD1868321,90.0288239
KQD1869001,19.85609863
KQD1869002,23.12869165
KQD1869003,22.85558469
KQD1869004,25.32124211
KQD1869005,29.68347888
KQD1869006,15.80871893
KQD1869007,16.44436111
KQD1869008,16.09290003
KQD1869009,16.0320318
KQD1869010,22.90989321
KQD1869011,23.29510409
KQD1869012,15.99119379
KQD1869013,29.33890005
KQD1869014,29.43986613
KQD1869015,29.39881584
KQD1869016,29.85313548
KQD1869017,23.86605704
KQD1869018,25.43120782
KQD1869019,25.21086917
KQD1869020,22.07411565
KQD1869021,29.85747154
KQD1869022,29.95703122
KQD1869023,30.01738283
KQD1869024,30.06139918
KQD1869025,29.80800365
KQD1869027,24.83678031
KQD1869028,13.39805602
KQD1869029,25.47341706
KQD1869030,30.32126692
KQD1869031,25.47297269
KQD1869032,30.38506256
KQD1869033,25.3770947
KQD1869034,30.20916101
KQD1869035,22.41678399
KQD1869036,25.15390042
KQD1869037,16.6180077
KQD1869038,16.17450768
KQD1869039,21.9286921
KQD1869040,21.98409537
KQD1869041,24.327935
KQD1869042,28.17911655
KQD1869043,25.14684302
KQD1869044,25.0888
KQD1869045,25.26473119
KQD1869301,33.88981039
KQD1869302,29.79908818
KQD1869303,20.13874846
KQD1869304,7.814666347
KQD1869305,12.20513553
KQD1869306,117.2498798
KQD1869307,24.76787165
KQD1869308,25.0273139
KQD1869309,25.14746208
KQD1869310,24.89145713
KQD1869311,24.65222517
KQD1869312,24.73379879
KQD1869313,25.03256522
KQD1869314,24.91427852
KQD1869315,29.88720597
KQD1869316,30.24556854
KQD1869317,29.95929797
KQD1869318,29.90930654
KQD1869319,29.88469197
KQD1869320,12.42077552
KQD1869321,32.23625974
KQD1869322,32.09394508
KQD1869323,30.01633324
KQD1869324,21.96953142
KQD1869325,22.1804322
KQD1869326,11.74465744
KQD1869327,25.08897381
KQD1869328,25.20189855
KQD1869329,46.16370008
KQD1869330,25.04097542
KQD1869331,24.99297557
KQD1869332,24.97693415
KQD1869333,25.05687537
KQD1869334,15.81153962
KQD1869335,16.31942569
KQD1869336,32.02393827
KQD1869337,12.83783805
KQD1869338,31.97389397
KQD1869339,34.10771822
KQD1869340,34.27969931
KQD1869341,25.04087559
KQD1869342,25.31791131
KQD1869343,27.60090001
KQD1869344,25.60087237
KQD1869345,27.10048195
KQD1869346,26.99884558
KQD1869347,32.12581471
KQD1869348,34.20132826
KQD1869349,33.53105339
KQD1876001,45.2465307
KQD1876002,50.00606666
KQD1876003,49.93383301
KQD1876004,50.053174
KQD1876005,49.74060802
KQD1876006,26.76902306
KQD1876007,24.89226245
KQD1876008,25.33813683
KQD1876009,24.80117418
KQD1876010,25.1602536
KQD1876011,49.972886
KQD1876012,49.91868206
KQD1876013,49.87311834
KQD1876014,50.2751229
KQD1876015,50.22927763
KQD1876016,39.11915426
KQD1876017,46.11865558
KQD1876018,44.79390005
KQD1876019,24.88774888
KQD1876020,24.88668534
KQD1876021,25.28723005
KQD1876022,24.92613194
KQD1876023,25.20613368
KQD1876024,36.57782056
KQD1876025,39.96009991
KQD1876026,49.77849603
KQD1876027,24.98955641
KQD1876028,26.43612564
KQD1876029,23.98328935
KQD1876030,25.02800003
KQD1876031,24.78714308
KQD1876032,20.21391039
KQD1876033,19.99338328
KQD1876034,13.79100323
KQD1876035,15.17263906
KQD1876036,11.76094585
KQD1876037,42.85467601
KQD1876038,49.69705229
KQD1876039,45.14796259
KQD1876040,41.48051164
KQD1876041,25.26725749
KQD1876042,24.69415266
KQD1876043,18.95653859
KQD1876044,20.61446035
KQD1876045,19.74442102
KQD1876301,30.01873954
KQD1876302,43.9530856
KQD1876303,24.92870016
KQD1876304,34.68771052
KQD1876305,25.39800694
KQD1876306,33.65172151
KQD1876307,34.94847152
KQD1876308,39.7737242
KQD1876309,40.17610416
KQD1876310,22.113128
KQD1876311,43.0791269
KQD1876312,39.65477925
KQD1876313,40.27858689
KQD1876314,43.85684598
KQD1876315,65.20203313
KQD1876316,66.63089448
KQD1876317,27.17366999
KQD1876318,30.10341019
KQD1876319,29.9044063
KQD1876320,20.85694737
KQD1876321,13.85431992
KQD1876322,15.16945231
KQD1876323,14.86997502
KQD1876324,15.13469849
KQD1876325,34.92847246
KQD1876326,39.9167893
KQD1876327,40.48158311
KQD1876328,24.98842911
KQD1876329,26.19663028
KQD1876330,25.71410036
KQD1876331,25.99513607
KQD1876332,32.95640847
KQD1876333,20.40528761
KQD1876334,40.32278902
KQD1876335,60.01369247
KQD1876336,60.27940008
KQD1876337,25.23014053
KQD1876338,29.93853131
KQD1876339,29.97895639
KQD1876340,29.98373109
KQD1876341,23.01996621
KQD1876342,29.89603921
KQD1877001,25.0261323
KQD1877002,25.02626157
KQD1877003,25.24915761
KQD1877004,24.61318066
KQD1877005,50.00729521
KQD1877006,49.73927987
KQD1877007,50.0116258
KQD1877008,24.84710003
KQD1877009,25.12710003
KQD1877010,25.00560488
KQD1877011,24.76055171
KQD1877012,25.51103658
KQD1877013,25.14585769
KQD1877014,24.79294945
KQD1877015,24.69712212
KQD1877016,25.1740014
KQD1877017,24.83513806
KQD1877018,25.24216125
KQD1877019,24.51584108
KQD1877020,20.12030335
KQD1877021,20.01287298
KQD1877022,19.84880002
KQD1877023,20.88687831
KQD1877024,24.44644948
KQD1877025,25.05924046
KQD1877026,25.13308502
KQD1877027,24.84216791
KQD1877028,25.02711727
KQD1877029,25.09710009
KQD1877030,24.88029327
KQD1877031,25.23179986
KQD1877032,22.47333544
KQD1877033,20.00940323
KQD1877034,20.41177005
KQD1877035,24.82713919
KQD1877036,25.47988775
KQD1877037,24.83089483
KQD1877038,25.00225561
KQD1877039,25.05524728
KQD1877040,24.94613339
KQD1877041,24.91664519
KQD1877042,17.75695788
KQD1877043,19.9895484
KQD1877044,19.878976
KQD1877045,20.09866179
KQD1877046,24.81044654
KQD1877047,25.13516062
KQD1877048,19.98890002
KQD1877049,25.22092424
KQD1877050,24.95643297
KQD1877051,19.96698979
KQD1877052,25.13213493
KQD1877053,25.04411247
KQD1877054,25.00011594
KQD1877055,24.95714093
KQD1877056,23.27401468
KQD1877057,25.02515593
KQD1877058,25.02714785
KQD1877059,24.91706591
KQD1877060,25.02705148
KQD1877061,24.8871001
KQD1877062,26.42514774
KQD1877063,23.69821219
KQD1877064,24.83800009
KQD1877065,24.93814988
KQD1877066,24.93830573
KQD1877067,25.18643967
KQD1877068,24.88810003
KQD1877069,25.08604564
KQD1877070,24.98112712
KQD1877071,25.07319568
KQD1877072,25.10582802
KQD1877073,24.76816064
KQD1877074,26.34886197
KQD1877075,23.89116633
KQD1877076,24.94415111
KQD1877077,24.98504274
KQD1877078,25.08075697
KQD1877079,25.07742597
KQD1877080,24.81203938
KQD1877081,24.98803498
KQD1877082,24.8982635
KQD1877083,25.2501458
KQD1877084,25.42513603
KQD1877085,24.77018248
KQD1877086,26.46517901
KQD1877087,23.92104204
KQD1877088,24.95705265
KQD1877089,25.14518077
KQD1877090,24.86392267
KQD1877091,24.95804661
KQD1877092,24.91103261
KQD1877093,24.90433005
KQD1877094,24.99607532
KQD1877095,25.15231712
KQD1877096,24.93251854
KQD1877097,24.96792501
KQD1877098,24.87507468
KQD1877099,25.2171561
KQD1877100,24.90497191
KQD1877101,24.93607451
KQD1877102,25.34598752
KQD1877103,24.99597165
KQD1877104,25.05792092
KQD1877105,24.87331011
KQD1877106,24.99491772
KQD1877107,25.27207968
KQD1877108,24.99190004
KQD1877301,65.20370094
KQD1877302,65.49366
KQD1877303,30.26605892
KQD1877304,39.85572315
KQD1877305,45.13117323
KQD1877306,70.03783168
KQD1877307,71.72443318
KQD1877308,34.92647731
KQD1877309,35.00751904
KQD1877310,44.62199987
KQD1877311,30.09195932
KQD1877312,29.85332247
KQD1877313,39.72350066
KQD1877314,44.19257226
KQD1877315,44.60494627
KQD1877316,45.77815185
KQD1877317,43.00001412
