upMH,SUM_Area
JQD2907003,76.51593804
JQD2907004,390.0689645
JQD2907005,494.0282907
JQD2907006,1067.075287
JQD2908001,2192.216951
JQD2908002,970.2889916
JQD2908003,216.2831732
JQD2911001,390.5989095
JQD2911002,204.6646699
JQD2911003,368.9782146
JQD2911004,5.552234458
JQD2911005,133.9392548
JQD2911006,321.7528912
JQD2911007,126.0244369
JQD2911008,
JQD2911009,
JQD2911010,204.8539698
JQD2911011,86.27183466
JQD2911012,90.76706928
JQD2911013,92.24482276
JQD2911014,104.295381
JQD2911015,110.6687065
JQD2911016,216.9819335
JQD2911017,174.3443612
JQD2911018,
JQD2911019,204.5516553
JQD2911020,405.6266085
JQD2911021,127.1816763
JQD2911022,308.5543221
JQD2911023,103.5830864
JQD2911024,112.5914055
JQD2911025,336.2112358
JQD2911026,312.4530185
JQD2911027,300.2100282
JQD2911028,165.2016488
JQD2911029,222.9493725
JQD2911030,242.0848531
JQD2911031,516.8048199
JQD2912001,98.97442412
JQD2912002,203.3129619
JQD2912003,331.5751114
JQD2912004,370.4386828
JQD2912005,166.6806543
JQD2912006,156.8152365
JQD2912007,616.8798669
JQD2912008,467.6612962
JQD2912009,427.0734856
JQD2912010,306.1142677
JQD2912011,355.6590206
JQD2912012,452.7441933
JQD2912013,316.5882224
JQD2912014,687.6949839
JQD2912015,
JQD2912016,627.1579484
JQD2912017,207.4347258
JQD2912018,156.6048414
JQD2912019,102.2621271
JQD2912020,83.9864269
JQD2912021,221.8720244
JQD2912022,508.0329641
JQD2912023,438.9496885
JQD2912024,434.4307886
JQD2912025,127.8195539
JQD2912026,141.6057287
JQD2912027,131.0023461
JQD2912028,95.32517335
JQD2912029,
JQD2912030,270.835032
JQD2912031,173.5867646
JQD2912032,166.9519811
JQD2912033,102.435643
JQD2912034,17.21476342
JQD2912035,
JQD2912036,
JQD2912037,1.938747641
JQD2912038,
JQD2912039,
JQD2912040,
JQD2912041,593.96132
JQD2912042,420.9613438
JQD2912043,577.2708617
JQD2912044,99.46460039
JQD2912045,309.4349574
JQD2912046,292.413299
JQD2912047,99.06780974
JQD2912048,98.81191944
JQD2912049,407.7996777
JQD2912050,203.6579949
JQD2912051,484.6257672
JQD2912052,375.7199769
JQD2912053,243.1761389
JQD2912054,205.4408003
JQD2912055,141.6170475
JQD2912056,124.2035514
JQD2912057,129.7751347
JQD2912058,117.1687077
JQD2912059,98.62537032
JQD2912060,275.5329703
JQD2912061,91.11746919
JQD2912062,227.6405729
JQD2912063,95.42349848
JQD2912064,227.8161224
JQD2912065,206.7218711
JQD2912067,414.3693882
JQD2912068,210.2417211
JQD2912069,253.6685431
JQD2912070,29.46866315
JQD2912071,613.960537
JQD2912072,603.5799111
JQD2912073,608.360817
JQD2912074,602.5308447
JQD2912075,334.0817532
JQD2912076,194.8512056
JQD2912077,97.18189252
JQD2912078,507.2163001
JQD2912079,126.2499282
JQD2912080,132.4600419
JQD2912081,471.5977321
JQD2912082,689.7473584
JQD2912083,598.5952564
JQD2912084,642.7833513
JQD2912085,477.5518638
JQD2912086,240.7646473
JQD2912087,140.0343394
JQD2912088,108.9277569
JQD2912089,334.8661058
JQD2912090,110.4815766
JQD2912091,744.7586516
JQD2912092,914.1362317
JQD2912093,344.98924
JQD2912094,625.7647891
JQD2912095,587.6915368
JQD2912096,662.2646833
JQD2912097,560.2029853
JQD2912098,531.4930278
JQD2912099,247.1421438
JQD2912100,713.4007114
JQD2912101,468.0133857
JQD2912102,596.2747699
JQD2912103,2.812978497
JQD2912066,342.1961439
JQD2913001,311.4640684
JQD2913002,457.9967761
JQD2913003,11.84285233
JQD2913004,419.7652527
JQD2913005,266.9449379
JQD2913006,384.0964646
JQD2913007,401.0185971
JQD2913008,273.9276789
JQD2913009,166.7592468
JQD2913010,86.64585825
JQD2913011,128.9603467
JQD2913012,117.6508927
JQD2913013,156.2446955
JQD2913014,110.3221322
JQD2913015,217.1729608
JQD2913016,401.2724017
JQD2913017,325.144909
JQD2913018,367.158173
JQD2913019,227.4237394
JQD2913020,296.2541464
JQD2913021,360.6327349
JQD2913022,229.8082512
JQD2913023,216.1158939
JQD2913024,377.6245217
JQD2913025,345.3558721
JQD2913026,407.7838549
JQD2913027,308.818215
JQD2913028,245.5974938
JQD2913029,278.0502027
JQD2913030,146.1980374
JQD2913031,292.0134342
JQD2913032,150.723289
JQD2913033,169.7229346
JQD2913035,257.6303149
JQD2913036,219.4849475
JQD2913037,212.6061087
JQD2913038,
JQD2913039,
JQD2913040,
JQD2913041,330.1564436
JQD2913042,299.4868904
JQD2913043,263.0505096
JQD2913044,250.9064948
JQD2913045,155.2546776
JQD2913046,260.3104402
JQD2913047,52.958934
JQD2913048,
JQD2913049,24.54177587
JQD2913050,244.1650287
JQD2913051,117.6188793
JQD2913052,239.3030238
JQD2913053,117.3632416
JQD2913054,18.91181357
JQD2913055,225.2659471
JQD2913056,392.527433
JQD2913057,303.2896466
JQD2913058,300.4711916
JQD2913059,527.8201319
JQD2913060,
JQD2913061,358.5011136
JQD2913062,263.4050407
JQD2913063,197.4703058
JQD2913064,133.1277259
JQD2913065,282.9183417
JQD2913066,218.3364904
JQD2913067,
JQD2913068,19.59248578
JQD2913069,509.5963163
JQD2913070,514.485796
JQD2913071,331.445609
JQD2913072,331.1359295
JQD2913073,219.4804502
JQD2913074,362.5866275
JQD2913075,529.0348218
JQD2913076,680.4373808
JQD2913077,219.8576085
JQD2913078,140.670623
JQD2913079,139.1360258
JQD2913080,254.9552413
JQD2913081,
JQD2913082,255.5737483
JQD2913083,168.0857631
JQD2913084,399.9528591
JQD2913085,111.9619295
JQD2913086,330.9213361
JQD2913087,430.6994749
JQD2913088,368.5030015
JQD2913089,377.2138601
JQD2913090,537.0200914
JQD2913091,310.4773028
JQD2913092,244.5672957
JQD2913093,506.5727985
JQD2913094,313.1957121
JQD2913095,300.6284013
JQD2913096,276.6279992
JQD2913097,227.4397374
JQD2913098,395.3870351
JQD2913099,287.1320937
JQD2913100,340.812876
JQD2913101,320.3813065
JQD2913102,279.205847
JQD2913103,283.3080766
JQD2913104,351.9767599
JQD2914001,9.458104715
JQD2914002,71.69376238
JQD2914003,558.7084237
JQD2914004,592.2943071
JQD2914005,553.8309364
JQD2914006,1334.152492
JQD2915001,37.65945298
JQD2915002,109.3423003
JQD2915003,288.3315756
JQD2915004,161.7074128
JQD2915005,90.31541666
JQD2915006,96.27421667
JQD2915007,
JQD2915008,
JQD2915009,
JQD2915010,
JQD2915011,
JQD2915012,
JQD2915013,
JQD2915014,
JQD2915015,
JQD2915016,7.955304096
JQD2915017,
JQD2915018,
JQD2915019,
JQD2915020,
JQD2915021,249.9017433
JQD2915022,211.5349377
JQD2915023,125.911376
JQD2915024,115.7760836
JQD2915025,69.46999415
JQD2915026,164.859325
JQD2915027,
JQD2915028,330.6385471
JQD2915029,139.2630126
JQD2915030,54.72070459
JQD2916001,191.7227695
JQD2916002,121.9680189
JQD2918001,324.9433615
JQD2918002,35.92661039
JQD2918003,584.5246558
JQD2918005,419.9435358
JQD2918006,95.68652553
JQD2918007,336.6697238
JQD2918008,502.4149046
JQD2918009,
JQD2918010,128.3630896
JQD2918011,382.8778573
JQD2918012,66.27992084
JQD2918013,405.2026249
JQD2918014,138.9987013
JQD2918015,23.76978129
JQD2918016,196.1488719
JQD2921001,91.69808333
JQD2921002,106.5073866
JQD2921003,183.1076723
JQD2921004,186.7520998
JQD2921005,193.4793416
JQD2921006,85.16003438
JQD2921007,288.0319745
JQD2921008,223.9291134
JQD2921009,39.100701
JQD2921010,198.7921133
JQD2921011,323.0822764
JQD2921012,411.1462023
JQD2921013,381.4154371
JQD2921014,279.5366992
JQD2921015,342.9363596
JQD2921016,425.8630693
JQD2921017,390.5331182
JQD2921018,194.9533835
JQD2921019,297.9691706
JQD2921020,382.2045789
JQD2921021,391.8422704
JQD2921022,350.8516331
JQD2921023,183.4958248
JQD2921025,370.2905482
JQD2921026,139.8171245
JQD2921027,360.7983196
JQD2921028,240.5586172
JQD2921029,262.8806724
JQD2921030,
JQD2921031,289.6316132
JQD2921032,235.9026184
JQD2921033,105.5498688
JQD2921034,349.4242322
JQD2921035,460.4626364
JQD2921036,555.0498875
JQD2921037,248.9777175
JQD2921038,122.8946575
JQD2921039,343.4839586
JQD2921040,337.9081598
JQD2921041,274.3050454
JQD2921042,478.8129807
JQD2921043,346.7826322
JQD2921044,499.7820033
JQD2921045,6.424262015
JQD2921046,194.7163017
JQD2921047,
JQD2921048,402.9337759
JQD2921049,344.6587064
JQD2921050,454.5523593
JQD2921051,351.0353968
JQD2921052,131.5820073
JQD2921053,252.707112
JQD2921054,344.4032007
JQD2921055,371.4113786
JQD2921056,539.2675852
JQD2921057,437.5834094
JQD2921058,290.0735832
JQD2921059,238.0790946
JQD2921060,121.0732422
JQD2921061,280.851236
JQD2921062,
JQD2921063,224.9724977
JQD2921064,130.6841282
JQD2921065,454.2781948
JQD2921066,175.8627166
JQD2921067,212.4885034
JQD2921068,4.583472083
JQD2921069,119.4428384
JQD2921070,278.7629722
JQD2921071,248.0972644
JQD2921072,281.9702388
JQD2921073,312.2216235
JQD2921074,259.17401
JQD2921075,297.5851034
JQD2921076,179.7758251
JQD2921077,
JQD2921078,329.3260332
JQD2921079,217.4258177
JQD2921080,113.5321291
JQD2921081,428.588768
JQD2921082,281.0821536
JQD2921083,308.4223884
JQD2921084,220.4127682
JQD2921085,
JQD2921086,155.2850444
JQD2921087,352.024298
JQD2921024,513.4096695
JQD2922001,300.2791574
JQD2922002,334.3151123
JQD2922003,400.0207136
JQD2922004,240.4137089
JQD2922005,419.5129573
JQD2922006,202.0084865
JQD2922007,94.13905183
JQD2922008,222.1214522
JQD2922009,481.5042474
JQD2922010,
JQD2922011,188.1591093
JQD2922012,484.3832705
JQD2922013,334.5683666
JQD2922014,508.8797948
JQD2922015,439.5566578
JQD2922016,306.7518382
JQD2922017,265.4739363
JQD2922018,230.5729898
JQD2922019,197.592882
JQD2922020,204.6445043
JQD2922021,216.4936938
JQD2922022,448.3720461
JQD2922023,132.5150757
JQD2922024,138.164746
JQD2922025,101.1211336
JQD2922026,386.8614377
JQD2922027,95.27498218
JQD2922028,141.6354348
JQD2922029,343.745379
JQD2922030,498.0622983
JQD2922031,108.1844088
JQD2922032,31.36895743
JQD2922033,2068.566138
JQD2922034,503.3074411
JQD2922035,417.0755219
JQD2922036,371.1476856
JQD2922037,94.5024692
JQD2922038,28.97056335
JQD2922039,298.3568093
JQD2922040,109.9191023
JQD2922041,
JQD2922042,393.5570972
JQD2922043,240.1029414
JQD2922044,349.6681973
JQD2922045,419.407695
JQD2922046,439.5758758
JQD2922047,309.7691892
JQD2922048,419.941035
JQD2922049,413.6326898
JQD2922050,229.07312
JQD2922051,452.4927779
JQD2922052,224.2557744
JQD2922053,217.4601066
JQD2922054,213.6386476
JQD2922055,400.0144795
JQD2922056,334.9501839
JQD2922057,187.3205181
JQD2922058,212.2138946
JQD2922059,317.7985715
JQD2922060,186.0035626
JQD2922061,295.9091177
JQD2922062,287.6813964
JQD2922063,223.4096699
JQD2922064,104.5682864
JQD2922065,98.83807505
JQD2922066,193.2056067
JQD2922067,101.173211
JQD2922068,217.9289218
JQD2922069,138.3191224
JQD2922070,214.1221585
JQD2922071,110.1487799
JQD2922072,1815.812063
JQD2922073,120.2884081
JQD2922074,300.730168
JQD2922075,362.5700447
JQD2922076,245.710901
JQD2922077,260.3886285
JQD2922078,232.8893198
JQD2922079,230.8129939
JQD2922080,317.2527599
JQD2922081,293.6112497
JQD2922082,421.8301018
JQD2922083,233.0320518
JQD2922084,327.0058627
JQD2922085,310.5538425
JQD2922086,319.3214363
JQD2922087,204.1860379
JQD2922088,371.032045
JQD2922089,336.2055694
JQD2922090,434.3941438
JQD2922091,231.9406356
JQD2922092,117.990279
JQD2922093,198.6525744
JQD2922094,417.1136878
JQD2922095,242.1596606
JQD2922097,214.0805968
JQD2922098,201.85877
JQD2922099,223.9003526
JQD2922100,206.0340157
JQD2922101,359.9329032
JQD2922102,463.4869509
JQD2922103,418.2394208
JQD2922104,
JQD2922105,101.7802121
JQD2922106,9.3267095
JQD2922107,113.1467983
JQD2922108,109.0131541
JQD2922109,727.2253524
JQD2922110,476.6088815
JQD2922111,387.4327989
JQD2922112,505.8004452
JQD2922113,215.7564115
JQD2922114,186.0732473
JQD2922115,208.854477
JQD2922116,116.5452221
JQD2922117,5.47077081
JQD2913034,215.3343284
JQD2922096,112.9990621
JQD2923001,215.9904684
JQD2923002,393.724771
JQD2923003,284.5835657
JQD2923004,249.8276451
JQD2923005,246.9094838
JQD2923006,410.8968856
JQD2923007,203.9280292
JQD2923008,283.7526972
JQD2923009,227.668999
JQD2923010,79.68837974
JQD2923011,288.4390599
JQD2923012,319.3232061
JQD2923013,323.7871719
JQD2923014,277.2121508
JQD2923015,200.6928046
JQD2923016,283.9080102
JQD2923017,198.6959607
JQD2923018,213.3675784
JQD2923019,210.9502247
JQD2923020,220.6822096
JQD2923021,329.6100703
JQD2923022,500.2183519
JQD2923023,213.9751848
JQD2923024,187.9806878
JQD2923025,
JQD2923026,561.0418748
JQD2923027,486.1811097
JQD2923028,638.6100262
JQD2923029,605.5827557
JQD2923030,302.7323718
JQD2923031,353.2588568
JQD2923032,103.6377513
JQD2923033,185.9891152
JQD2923034,448.0166553
JQD2923035,280.3234085
JQD2923036,130.4453441
JQD2923037,262.4897096
JQD2923038,188.8155832
JQD2923039,233.6020635
JQD2923040,301.0976835
JQD2923041,198.1594384
JQD2923042,207.1592244
JQD2923043,209.4615452
JQD2923044,212.1806736
JQD2923045,244.4202203
JQD2923046,214.6353332
JQD2923047,755.902338
JQD2924001,627.318695
JQD2924002,
JQD2924003,245.7811125
JQD2924004,244.7484945
JQD2924005,
JQD2924006,183.6898692
JQD2924007,390.1396672
JQD2924008,10.88146747
JQD2924009,246.6757176
JQD2924010,235.1099649
JQD2924011,191.092586
JQD2924012,
JQD2924013,
JQD2924014,
JQD2924015,
JQD2924016,
JQD2924017,
JQD2924018,
JQD2924019,
JQD2924020,
JQD2924021,
JQD2924022,
JQD2924023,
JQD2924024,
JQD2924025,
JQD2924026,
JQD2924027,19.11879842
JQD2924028,24.38770673
JQD2924029,
JQD2924030,
JQD2924031,
JQD2924032,
JQD2924033,8.010386288
JQD2924034,
JQD2925001,100.2295831
JQD2925002,371.0060805
JQD2925003,97.75515683
JQD2925004,278.6620022
JQD2925005,222.794158
JQD2925006,225.1564024
JQD2925007,223.4420039
JQD2925008,82.21373626
JQD2925009,193.1266086
JQD2925010,496.7325373
JQD2925011,
JQD2925012,3312.013443
JQD2925013,106.4384154
JQD2925014,496.2101416
JQD2925015,532.1941222
JQD2925016,362.1446131
JQD2925017,595.6974456
JQD2925018,513.305186
JQD2925019,506.3369895
JQD2925020,836.8781022
JQD2925021,537.2153877
JQD2925022,421.7802261
JQD2925023,727.1572114
JQD2925024,458.7099765
JQD2925025,138.2219396
JQD2925026,393.8307393
JQD2925027,708.049145
JQD2925028,41.81703248
JQD2925029,380.4253528
JQD2925030,246.0714255
JQD2925031,310.411144
JQD2925032,216.474748
JQD2925033,416.3578475
JQD2925034,83.52621838
JQD2925035,350.113593
JQD2925036,350.5143984
JQD2925037,247.7282441
JQD2925038,223.0584965
JQD2925039,227.7458336
JQD2925040,
JQD2925041,85.97941766
JQD2925042,
JQD2925043,105.289259
JQD2925044,
JQD2925045,230.3786541
JQD2925046,214.3075333
JQD2925047,227.8820197
JQD2925048,
JQD2925049,188.384481
JQD2925050,198.5399185
JQD2925051,268.809641
JQD2925052,199.8798646
JQD2925053,187.017161
JQD2925054,489.1374754
JQD2925055,485.2638646
JQD2925056,208.5607878
JQD2925057,404.6403328
JQD2925058,349.1789985
JQD2925059,218.698149
JQD2925060,222.2762242
JQD2925061,344.5413772
JQD2925062,327.3832496
JQD2925063,532.0581125
JQD2925064,124.5048793
JQD2925065,244.0249268
JQD2925066,
JQD2925067,37.60900392
JQD2925068,488.5704854
JQD2925069,117.2386568
JQD2925070,
JQD2925071,
JQD2925072,216.7680438
JQD2925073,147.1199105
JQD2925074,111.0518526
JQD2925075,112.8153524
JQD2925076,315.5836455
JQD2925077,
JQD2925078,
JQD2925079,145.6592666
JQD2925080,
JQD2925081,111.8992293
JQD2925082,290.096494
JQD2925083,386.0009188
JQD2925084,3.010834555
JQD2925085,307.2895149
JQD2925086,237.3565111
JQD2925087,190.2533555
JQD2925088,189.5218047
JQD2925089,227.5152054
JQD2926001,273.88917
JQD2926002,156.1859925
JQD2926003,712.914839
JQD2926004,210.9978757
JQD2926005,84.33718346
JQD2926006,218.5455001
JQD2926007,265.6592039
JQD2926008,502.5792134
JQD2926009,324.0711592
JQD2926010,470.5000886
JQD2926011,676.4263323
JQD2926012,703.4078976
JQD2926013,696.5616434
JQD2926014,628.0049118
JQD2926015,442.7875778
JQD2926016,540.7352912
JQD2926017,419.7472285
JQD2926018,607.046369
JQD2926019,481.0012526
JQD2926020,191.2805704
JQD2926021,660.9624688
JQD2926022,219.916068
JQD2926023,554.879018
JQD2926024,472.1866696
JQD2926025,365.3343735
JQD2926026,582.6085158
JQD2926027,502.7259913
JQD2926028,423.0400227
JQD2926029,375.2667778
JQD2926030,503.9982432
JQD2926031,199.7214164
JQD2926032,337.8377992
JQD2926033,402.2743269
JQD2926034,155.2028026
JQD2926035,546.7617516
JQD2926037,376.1547643
JQD2926038,140.2898745
JQD2926039,360.2820738
JQD2926040,222.5920881
JQD2926041,219.7072288
JQD2926042,361.0578561
JQD2926043,313.2524927
JQD2926044,584.336509
JQD2926045,272.7773636
JQD2926046,353.8657964
JQD2926047,331.1844771
JQD2926048,236.0119255
JQD2926049,253.5346312
JQD2926050,228.9811289
JQD2926051,262.6650024
JQD2926052,497.1822772
JQD2926053,244.5560316
JQD2926054,371.7261954
JQD2926055,373.2937462
JQD2926056,547.7366213
JQD2926057,769.4054445
JQD2926058,252.3923169
JQD2926059,378.2852801
JQD2926060,755.2658223
JQD2926061,670.071941
JQD2926062,314.4188811
JQD2926063,256.615378
JQD2926064,270.9417794
JQD2926065,493.3293344
JQD2926066,352.63901
JQD2926068,152.8028719
JQD2926069,297.6242344
JQD2926070,352.8953769
JQD2926071,462.3259024
JQD2926072,506.1952063
JQD2926073,589.5044335
JQD2926074,568.4767603
JQD2926075,394.0751297
JQD2926076,488.461026
JQD2926077,517.100009
JQD2926078,408.15448
JQD2926079,455.3155096
JQD2926080,482.3322006
JQD2926081,290.4622454
JQD2926082,341.1209683
JQD2926083,262.1197124
JQD2926084,339.2771948
JQD2926085,358.1908376
JQD2926086,519.5246379
JQD2926087,456.2994399
JQD2926088,449.784387
JQD2926089,239.7739764
JQD2926090,257.7426379
JQD2926091,305.8643295
JQD2926092,457.6982923
JQD2926093,654.9904022
JQD2926094,354.9923251
JQD2926095,340.4733666
JQD2926096,199.8756767
JQD2926097,54.49685283
JQD2926098,418.6775918
JQD2926099,484.7270882
JQD2926100,319.417102
JQD2926102,360.9712657
JQD2926103,121.3462285
JQD2926104,1207.95372
JQD2926105,268.2434814
JQD2926036,410.8123532
JQD2926067,374.3622077
JQD2926101,290.1443885
JQD2927001,279.3913129
JQD2927002,360.5132804
JQD2927003,314.1926489
JQD2927004,371.7607317
JQD2927005,377.8534296
JQD2927006,392.4030545
JQD2927007,475.9306047
JQD2927008,234.2950477
JQD2927009,820.015734
JQD2927010,129.406862
JQD2927011,300.1177194
JQD2927012,311.8238099
JQD2927013,212.0406173
JQD2927014,359.3181854
JQD2927015,356.3230008
JQD2927016,493.5576879
JQD2927017,440.1967707
JQD2927018,334.136589
JQD2927019,679.5869485
JQD2927020,503.3947058
JQD2927021,448.5844582
JQD2927022,461.1950556
JQD2927023,343.8060083
JQD2927024,591.5925451
JQD2927025,372.3783142
JQD2927026,424.5477773
JQD2927028,
JQD2927029,3.289801434
JQD2927031,592.2921193
JQD2927032,555.6245875
JQD2927033,183.7122345
JQD2927034,306.6540536
JQD2927035,525.5002849
JQD2927036,392.9425638
JQD2927037,835.5701715
JQD2927038,469.8604406
JQD2927039,335.400493
JQD2927040,408.5882495
JQD2927041,483.6170299
JQD2927042,551.9992118
JQD2927043,227.9421705
JQD2927044,230.9442321
JQD2927045,203.7873564
JQD2927046,274.8076294
JQD2927047,240.7723038
JQD2927048,238.6291215
JQD2927049,211.0422646
JQD2927050,114.2399255
JQD2927051,
JQD2927052,182.1972722
JQD2927053,637.7194273
JQD2927054,457.7495557
JQD2927055,671.0652443
JQD2927056,626.203996
JQD2927057,475.7272454
JQD2927058,511.7418769
JQD2927059,375.6334965
JQD2927060,390.9896027
JQD2927061,304.8199268
JQD2927062,503.5979795
JQD2927063,287.4132984
JQD2927064,350.3271815
JQD2927065,467.1035266
JQD2927066,446.2428486
JQD2927067,563.0115956
JQD2927068,567.1258803
JQD2927069,394.4145046
JQD2927070,394.6510144
JQD2927071,266.0075077
JQD2927072,366.3432148
JQD2927073,492.771334
JQD2927074,459.263218
JQD2927075,489.5858073
JQD2927076,450.0522732
JQD2927077,848.5870954
JQD2927078,603.6371414
JQD2927079,233.167943
JQD2927080,599.1124816
JQD2927081,605.1443969
JQD2918004,433.954147
JQD2927030,164.7750043
JQD2928001,141.1354477
JQD2928002,377.0157983
JQD2928003,92.42739588
JQD2928004,4.341634213
JQD2928005,
JQD2928006,
JQD2928007,327.7306583
JQD2928008,197.8972125
JQD2928009,
JQD2928010,244.4960239
JQD2928011,
JQD2928012,
JQD2928013,
JQD2928014,527.3706645
JQD2928015,514.516998
JQD2928016,625.76558
JQD2928017,595.8291048
JQD2928018,462.8244108
JQD2928019,422.2794663
JQD2928020,417.2586041
JQD2928021,442.4872096
JQD2928022,468.0141084
JQD2928023,538.0171999
JQD2928024,511.4045171
JQD2928025,455.24983
JQD2928026,215.5971312
JQD2928027,304.8006846
JQD2928028,369.1729267
JQD2928029,116.7996908
JQD2928030,347.2048622
JQD2928031,158.712748
JQD2928032,104.218076
JQD2928033,
JQD2928034,
JQD2929001,343.9314199
JQD2929002,494.7574221
JQD2931001,123.0736636
JQD2931002,205.799052
JQD2931003,125.1934193
JQD2931004,109.1967877
JQD2931005,216.6771778
JQD2931006,242.6751052
JQD2931007,199.8701931
JQD2931008,97.36519955
JQD2931009,113.4419212
JQD2931010,207.3801676
JQD2931011,264.8117497
JQD2931012,136.0262702
JQD2931013,184.3421681
JQD2931014,387.2256025
JQD2931015,328.3217035
JQD2931016,348.7721613
JQD2931017,340.4357014
JQD2931018,33.00989427
JQD2931019,259.8975067
JQD2931020,342.9281168
JQD2931021,172.9083667
JQD2931022,43.51115406
JQD2931023,313.1918133
JQD2931024,100.5624212
JQD2931025,325.9377583
JQD2931026,356.5226427
JQD2931027,300.2027313
JQD2931028,196.6189354
JQD2931029,207.3250193
JQD2931030,281.2049795
JQD2931031,189.336886
JQD2931032,402.2482568
JQD2931033,424.6174109
JQD2931034,263.5597925
JQD2931035,300.1643688
JQD2931036,353.4352548
JQD2931037,353.8246321
JQD2931038,204.3144342
JQD2931039,332.3168059
JQD2931040,310.2886858
JQD2931041,331.6279469
JQD2931042,254.0405492
JQD2931043,375.0630096
JQD2931044,375.9665851
JQD2931045,230.4207658
JQD2931046,434.7266346
JQD2931047,425.822603
JQD2931048,445.0464615
JQD2931049,239.3790666
JQD2931050,186.7478461
JQD2931051,221.7497674
JQD2931052,427.5937573
JQD2931053,389.4057979
JQD2931054,440.3820441
JQD2931055,345.7652617
JQD2931056,307.3287218
JQD2931057,97.94814817
JQD2931058,128.4281765
JQD2931059,223.6151217
JQD2931060,147.5856411
JQD2931061,
JQD2931062,
JQD2931063,4.827365619
JQD2931064,120.4645827
JQD2931065,
JQD2931066,570.3410084
JQD2931067,473.378827
JQD2931068,325.6843095
JQD2931069,351.9037154
JQD2931070,422.4354783
JQD2931071,432.5013533
JQD2931072,522.6138786
JQD2931073,125.3176074
JQD2931074,102.1841355
JQD2931075,339.0258488
JQD2931076,385.4048737
JQD2931077,290.7112327
JQD2931078,106.1834655
JQD2931079,316.4810415
JQD2931080,337.2333517
JQD2931081,446.8068651
JQD2931082,194.4515419
JQD2931083,124.6538814
JQD2931084,311.1077217
JQD2931085,399.0030851
JQD2931086,401.2127862
JQD2931087,109.6857858
JQD2931088,413.8902867
JQD2931089,287.214202
JQD2931090,340.5706183
JQD2931091,356.8930327
JQD2931092,211.0997067
JQD2931093,203.2003587
JQD2931094,334.2588584
JQD2931095,432.2249101
JQD2931096,440.8440587
JQD2931097,370.9222513
JQD2931098,431.334848
JQD2931099,342.1005969
JQD2931100,413.9853444
JQD2931101,368.6265506
JQD2931102,188.2300603
JQD2931103,425.8803064
JQD2931104,303.6076368
JQD2931105,277.9055094
JQD2931106,436.8991906
JQD2931107,330.2261507
JQD2931108,279.26692
JQD2931109,396.7153571
JQD2931110,354.1484581
JQD2931111,216.5167942
JQD2931112,458.9135862
JQD2931113,412.7863962
JQD2931114,305.3879898
JQD2931115,300.5251772
JQD2931116,412.5354355
JQD2931117,136.315053
JQD2932002,310.696659
JQD2932003,472.7412627
JQD2932004,233.4772991
JQD2932005,225.5232809
JQD2932006,229.9721206
JQD2932007,205.8304785
JQD2932008,244.9524957
JQD2932009,227.5819979
JQD2932010,234.3177548
JQD2932011,239.1630559
JQD2932012,243.9303414
JQD2932013,249.7319084
JQD2932014,277.968118
JQD2932015,226.9043342
JQD2932016,231.9619146
JQD2932017,437.455785
JQD2932018,201.4193237
JQD2932019,421.3992472
JQD2932020,261.3871266
JQD2932021,215.273508
JQD2932022,407.8741389
JQD2932023,320.6304624
JQD2932024,316.1454677
JQD2932025,245.8108241
JQD2932026,226.5702841
JQD2932027,310.7767206
JQD2932028,221.4631075
JQD2932029,296.2205166
JQD2932030,340.0673997
JQD2932031,458.2839287
JQD2932032,360.7326165
JQD2932033,141.2327665
JQD2932034,91.68193563
JQD2932035,16.07200172
JQD2932036,
JQD2932037,
JQD2932038,3.553131314
JQD2932039,
JQD2932040,
JQD2932041,179.88371
JQD2932042,657.4756047
JQD2932043,478.1376278
JQD2932044,1386.246931
JQD2932045,207.571381
JQD2932046,199.0042542
JQD2932047,318.989236
JQD2932048,
JQD2932049,290.8540407
JQD2932050,344.6699905
JQD2932051,301.3661359
JQD2932052,
JQD2932053,804.3351362
JQD2932054,295.0948616
JQD2932055,387.8620997
JQD2932056,373.9840494
JQD2933001,225.4533881
JQD2933002,165.608959
JQD2933003,505.4084235
JQD2933004,417.5285009
JQD2933005,531.6148029
JQD2933006,
JQD2933007,
JQD2933008,
JQD2933009,166.406379
JQD2933010,192.5010269
JQD2933011,425.6627832
JQD2933012,130.2010114
JQD2933013,138.8188989
JQD2933014,134.9489143
JQD2933015,15.49342858
JQD2933016,219.5417517
JQD2933017,
JQD2933018,
JQD2933019,257.0390498
JQD2933020,
JQD2933021,
JQD2933022,43.20403813
JQD2933023,87.77753975
JQD2933024,8.892359717
JQD2933025,
JQD2934001,575.5068458
JQD2934002,
JQD2934004,164.4472342
JQD2934005,359.9796559
JQD2934007,385.5452855
JQD2934008,772.3555795
JQD2934009,428.9956067
JQD2934010,591.4134373
JQD2934011,330.2036338
JQD2934012,333.1375318
JQD2934013,656.4628768
JQD2934014,313.9893487
JQD2934015,182.541561
JQD2934016,413.1314891
JQD2934017,576.4352648
JQD2934018,451.3294831
JQD2934019,103.5165617
JQD2934020,247.1865405
JQD2934022,103.5664762
JQD2934023,222.6796389
JQD2934024,311.9542551
JQD2934025,620.1459182
JQD2934026,393.7817209
JQD2934027,667.6366195
JQD2934028,602.7238963
JQD2934029,310.2087976
JQD2934030,3.259549083
JQD2934031,
JQD2934032,
JQD2934033,
JQD2934034,
JQD2934035,
JQD2934036,
JQD2934037,123.1418464
