upMH,SUM_Area
JQE2109040,161.9256949
JQE2109041,600.7056136
JQE2109042,477.3176143
JQE2109043,411.1878587
JQE2109044,641.8383238
JQE2109045,238.5672145
JQE2109046,404.6008866
JQE2109047,556.5100264
JQE2109048,381.0781792
JQE2109049,244.4147551
JQE2109050,288.7277689
JQE2109051,480.2814998
JQE2109052,553.0600701
JQE2109053,468.1687541
JQE2109054,874.7349621
JQE2109055,472.1474949
JQE2109056,283.773965
JQE2109057,694.8385276
JQE2109058,458.6996098
JQE2109059,671.9932017
JQE2109060,743.3673573
JQE2109061,519.5512961
JQE2109062,200.0517747
JQE2109063,79.34043194
JQE2109064,106.3445655
JQE2109065,246.6819226
JQE2109066,595.9558664
JQE2109067,410.973942
JQE2109068,530.2142061
JQE2109069,380.3074456
JQE2109070,331.0871458
JQE2109071,264.0877717
JQE2109072,401.3801528
JQE2109073,373.6005214
JQE2109074,267.5357039
JQE2109075,100.6104144
JQE2109076,145.8058864
JQE2109077,139.2053448
JQE2109078,34.55306731
JQE2109079,262.8926871
JQE2109080,4.284312073
JQE2109081,175.6368372
JQE2109082,446.2026425
JQE2109083,547.5444537
JQE2109084,648.0302326
JQE2109085,505.141056
JQE2109086,564.3066334
JQE2109087,414.2981157
JQE2109088,667.6725169
JQE2109089,745.5942625
JQE2109090,748.5621765
JQE2109091,677.2550563
JQE2109092,599.7517592
JQE2109093,745.2038538
JQE2109094,191.7184362
JQE2109095,609.813632
JQE2109096,299.1203173
JQE2109097,536.9687758
JQE2110001,422.9833274
JQE2110002,966.2196398
JQE2110003,391.9571297
JQE2110004,1020.085094
JQE2110005,482.2436852
JQE2110006,
JQE2110007,567.6478407
JQE2110008,
JQE2110009,119.8092894
JQE2110010,238.9757937
JQE2110011,469.2810774
JQE2110012,
JQE2110013,
JQE2110014,
JQE2110015,
JQE2110016,
JQE2110017,1248.42572
JQE2110018,675.1167978
JQE2110019,
JQE2110020,1871.9418
JQE2110021,129.9180475
JQE2110022,760.1500039
JQE2110023,
JQE2110024,
JQE2110025,
JQE2110026,2754.826517
JQE2110027,1382.669462
JQE2110028,
JQE2110029,23.75373552
JQE2110030,358.5270942
JQE2110031,20.01303191
JQE2110032,
JQE2110033,321.7172317
JQE2110034,14.46359356
JQE2110035,
JQE2110036,974.7663874
JQE2110037,38.10043031
JQE2110038,1006.341889
JQE2101001,
JQE2111001,566.855997
JQE2111002,390.9906631
JQE2111003,418.5992571
JQE2111004,1350.405066
JQE2111005,729.0640684
JQE2111006,256.0809885
JQE2111007,377.6450288
JQE2111008,444.4026099
JQE2111009,155.6776727
JQE2111010,397.0545411
JQE2111011,510.9519005
JQE2111012,506.6774195
JQE2111013,
JQE2111014,10.72804879
JQE2111015,186.0154102
JQE2111016,246.088411
JQE2111017,
JQE2111018,352.704154
JQE2111019,
JQE2111020,
JQE2111021,414.0821379
JQE2111022,
JQE2111023,875.7294496
JQE2111024,316.2614914
JQE2111025,1011.34147
JQE2111026,375.0493529
JQE2111027,126.0805984
JQE2111028,716.5665261
JQE2111029,
JQE2111030,
JQE2111031,828.3759449
JQE2111032,26.42661342
JQE2111033,
JQE2111034,248.0707955
JQE2111035,578.1328048
JQE2111036,408.323407
JQE2111037,246.7614488
JQE2111038,432.9543897
JQE2111039,98.21722943
JQE2111040,281.0224185
JQE2111041,390.25551
JQE2111042,
JQE2111043,174.4581025
JQE2111044,150.8486355
JQE2111045,216.9191369
JQE2111046,855.6998932
JQE2111047,573.0616899
JQE2111048,
JQE2111049,424.2999715
JQE2111050,89.81512718
JQE2111051,
JQE2111052,
JQE2111053,792.8728336
JQE2111054,539.0434649
JQE2111055,526.6154371
JQE2111056,138.6739976
JQE2111057,
JQE2111058,1029.778639
JQE2111059,1252.305428
JQE2111060,1182.194984
JQE2111061,131.2804138
JQE2111062,
JQE2111063,747.857644
JQE2111064,161.7936632
JQE2111065,172.915556
JQE2111066,108.686812
JQE2111067,224.0430488
JQE2111068,467.0344191
JQE2111069,80.94966149
JQE2111070,1153.834734
JQE2111071,650.9782997
JQE2111072,354.8608174
JQE2111073,725.8356946
JQE2111074,579.3512918
JQE2111075,851.9228754
JQE2111076,1122.633652
JQE2111077,480.0331372
JQE2112001,118.5520561
JQE2112002,403.0625465
JQE2112003,1903.113548
JQE2112004,
JQE2112005,
JQE2112006,434.6034466
JQE2112007,
JQE2112008,
JQE2112009,889.8668465
JQE2112010,251.9824921
JQE2112011,
JQE2112012,
JQE2112013,244.5835109
JQE2112014,912.1569001
JQE2112015,368.3913586
JQE2112016,382.8354381
JQE2112017,206.4679807
JQE2112018,222.0361007
JQE2112019,
JQE2112020,
JQE2112021,
JQE2112022,148.655159
JQE2112023,505.2680103
JQE2112024,747.8420963
JQE2112025,84.0929945
JQE2112026,1811.217503
JQE2112027,
JQE2112028,
JQE2112029,1187.368426
JQE2112030,
JQE2112031,204.1164963
JQE2112032,1024.194755
JQE2112033,179.7410175
JQE2112034,162.1120705
JQE2112035,18.50912902
JQE2112036,410.6482052
JQE2112037,748.6456849
JQE2112038,371.431132
JQE2112039,210.0155506
JQE2112040,238.5347549
JQE2112041,315.9340132
JQE2112042,273.5162034
JQE2112043,103.6945331
JQE2112044,416.1464423
JQE2112045,426.6358295
JQE2112046,349.6485045
JQE2112047,768.1136601
JQE2112048,295.6792601
JQE2112049,116.9722713
JQE2112050,
JQE2112051,117.7188542
JQE2112052,238.7957886
JQE2112053,885.1804921
JQE2112054,18.38925375
JQE2112055,247.9339729
JQE2112056,176.1076794
JQE2112057,466.1444916
JQE2112058,112.7223002
JQE2112059,600.62289
JQE2112060,353.8096284
JQE2112061,
JQE2112062,410.7277969
JQE2112063,
JQE2112064,197.1873201
JQE2112065,351.713654
JQE2112066,31.34804461
JQE2112067,198.7444279
JQE2112068,617.4205168
JQE2112069,136.4273429
JQE2112070,1709.222911
JQE2112071,426.2828815
JQE2112072,20.0633422
JQE2112073,545.839206
JQE2112074,370.4110264
JQE2112075,376.7892245
JQE2112076,695.6686561
JQE2112077,613.625909
JQE2112078,1250.964103
JQE2112079,554.1310041
JQE2112080,9.175397763
JQE2112081,747.551296
JQE2112082,244.8617038
JQE2112083,284.2977377
JQE2112084,400.5092357
JQE2112085,1217.375801
JQE2112086,138.1996121
JQE2112087,41.14563126
JQE2112088,
JQE2112089,243.2961278
JQE2112090,439.7650346
JQE2112091,1477.489267
JQE2112092,511.5039732
JQE2113001,10.06897935
JQE2113002,172.0292225
JQE2113003,6.051746344
JQE2113004,239.3112053
JQE2113005,1198.676293
JQE2113006,737.6045895
JQE2113007,551.9790864
JQE2113008,
JQE2113009,226.6234949
JQE2113010,701.4786943
JQE2113011,1037.484056
JQE2113012,331.5485455
JQE2113013,272.7520793
JQE2113014,479.3787948
JQE2113015,705.4613427
JQE2113016,1096.48057
JQE2113017,280.2289248
JQE2113018,101.9359722
JQE2113019,375.1786477
JQE2113020,160.2056896
JQE2113021,436.9175038
JQE2113022,777.4785433
JQE2113023,507.1957113
JQE2113024,622.8988968
JQE2113025,279.4749799
JQE2113026,175.2319628
JQE2113027,197.4103588
JQE2113028,17.52602651
JQE2113029,425.5500159
JQE2113030,1135.527545
JQE2113031,405.7338361
JQE2113032,143.2885359
JQE2113033,680.8191673
JQE2113034,1312.378116
JQE2113035,180.0218526
JQE2113036,
JQE2113037,566.9410288
JQE2113038,
JQE2113039,119.7631148
JQE2113040,573.5920415
JQE2113041,
JQE2113042,110.0401295
JQE2113043,212.2904737
JQE2113044,197.1129228
JQE2113045,494.2056491
JQE2113046,
JQE2113047,253.0901988
JQE2113048,95.23052055
JQE2113049,555.9081793
JQE2113050,641.7292181
JQE2113051,30.51096599
JQE2113052,264.5145611
JQE2113053,762.1006559
JQE2113054,35.99762471
JQE2113055,417.4659029
JQE2113056,733.2767018
JQE2113057,339.3031191
JQE2113058,340.780399
JQE2113059,121.3627287
JQE2113060,
JQE2113061,15.70769949
JQE2113062,577.2963113
JQE2113063,433.5880347
JQE2113064,165.5066311
JQE2113065,2354.094818
JQE2113066,234.9504322
JQE2113067,
JQE2113068,462.3901559
JQE2113069,43.23021187
JQE2113070,765.7705493
JQE2113071,843.1269982
JQE2113072,705.3470869
JQE2114001,114.1331123
JQE2114002,156.0758256
JQE2114003,
JQE2114004,
JQE2114005,
JQE2114006,
JQE2114007,4.343202478
JQE2114008,201.3968013
JQE2114009,18.42086157
JQE2114010,839.8345359
JQE2114011,
JQE2114012,247.0441068
JQE2114013,
JQE2114014,
JQE2114015,140.7913027
JQE2114016,
JQE2114017,
JQE2114018,604.5363576
JQE2114019,576.4850288
JQE2114020,
JQE2114021,24.3470303
JQE2114022,372.960642
JQE2114023,610.8272304
JQE2114024,150.4617499
JQE2114025,
JQE2114026,513.6265421
JQE2114027,79.27792181
JQE2114028,
JQE2114029,1262.275103
JQE2114030,264.3389527
JQE2114031,138.9204245
JQE2114032,275.0324044
JQE2114033,
JQE2114034,
JQE2114035,
JQE2114036,
JQE2114037,138.6903987
JQE2114038,626.9991868
JQE2114039,127.796562
JQE2114040,
JQE2114041,
JQE2114042,
JQE2114043,220.0327011
JQE2114044,55.58788266
JQE2114045,172.3128544
JQE2114046,361.8029055
JQE2114047,100.718145
JQE2114048,246.6907342
JQE2114049,338.9096103
JQE2114050,514.8550648
JQE2114051,405.1036483
JQE2114052,
JQE2114053,329.7056716
JQE2114054,664.9858854
JQE2114055,208.641029
JQE2114056,416.104021
JQE2114057,38.88405185
JQE2114058,1235.124294
JQE2114059,76.13209536
JQE2114060,
JQE2114061,
JQE2114062,
JQE2114063,393.1056457
JQE2114064,117.09195
JQE2114066,238.1308181
JQE2114067,684.1772547
JQE2114068,220.8103005
JQE2114069,287.2807333
JQE2114070,1256.530173
JQE2114071,315.8902604
JQE2114072,413.2629636
JQE2114073,22.85677773
JQE2114074,249.7552968
JQE2114075,2.983175758
JQE2114076,
JQE2114077,
JQE2114078,455.2538473
JQE2114303,
JQE2114304,462.4617339
JQE2114305,136.6251999
JQE2114311,
JQE2114312,568.5805998
JQE2114313,
JQE2114314,
JQE2114315,
JQE2114316,
JQE2114317,152.0208872
JQE2114318,
JQE2114319,
JQE2114320,789.5074044
JQE2114321,490.6999786
JQE2114322,94.0491599
JQE2114323,
JQE2114324,
JQE2114325,
JQE2114326,
JQE2114065,43.46001452
JQE2115001,
JQE2115002,250.4599812
JQE2115003,1.55043174
JQE2115004,
JQE2115005,265.9802466
JQE2115006,183.5063212
JQE2115007,185.7232556
JQE2115008,493.6316466
JQE2115009,386.0949972
JQE2115010,239.686161
JQE2115011,18.0226375
JQE2115012,220.1891265
JQE2115013,563.3593976
JQE2115014,123.9160361
JQE2115015,133.650975
JQE2115016,213.1628587
JQE2115017,108.2171877
JQE2115018,
JQE2115019,
JQE2115020,24.50086965
JQE2115021,60.31585203
JQE2115022,391.5223586
JQE2115023,144.5394816
JQE2115024,318.2447316
JQE2115025,498.8551351
JQE2115026,321.4790753
JQE2115027,499.5482916
JQE2115028,677.5795047
JQE2115029,367.5623278
JQE2115030,300.9210965
JQE2115031,377.5112104
JQE2115032,427.4649334
JQE2115033,811.1634296
JQE2115034,177.9818169
JQE2115035,
JQE2115036,82.60142113
JQE2115037,139.8089152
JQE2115038,133.0408007
JQE2115039,435.7199963
JQE2115040,116.9749266
JQE2115041,281.9851545
JQE2115042,170.9250136
JQE2115043,180.8188196
JQE2115044,314.2724948
JQE2115045,2831.369709
JQE2115046,
JQE2115047,3113.067794
JQE2115048,427.5577212
JQE2115049,569.6254995
JQE2115050,148.3325127
JQE2115051,673.6168293
JQE2115052,567.0961611
JQE2115053,1405.972873
JQE2115054,66.48682905
JQE2115055,174.0205982
JQE2115056,918.2043957
JQE2115057,1404.003606
JQE2115058,329.6052655
JQE2115059,452.9079629
JQE2115060,20.16527725
JQE2115302,83.06260348
JQE2106001,646.9518413
JQE2106026,681.2773683
JQE2116001,72.91044561
JQE2116002,16.77924735
JQE2116003,161.960675
JQE2116004,68.44660882
JQE2116005,105.1533097
JQE2116006,253.2636727
JQE2116007,123.2629161
JQE2116008,3.00020091
JQE2116009,
JQE2116010,427.4896701
JQE2116011,257.4253139
JQE2116012,
JQE2116013,526.8567875
JQE2116014,289.6496615
JQE2116015,3.277557559
JQE2116016,
JQE2116017,349.0487621
JQE2116018,527.5842864
JQE2116019,
JQE2116020,169.2785102
JQE2116021,846.2059928
JQE2116022,248.6541736
JQE2116023,113.6541912
JQE2116024,139.7229191
JQE2116025,613.7652055
JQE2116026,343.2846878
JQE2116027,
JQE2116028,129.2163076
JQE2116029,135.6396557
JQE2116030,263.9719045
JQE2116031,
JQE2116032,149.0513472
JQE2116033,262.1064832
JQE2116034,290.8025316
JQE2116035,538.6933676
JQE2116036,615.8841603
JQE2116037,240.5009134
JQE2116038,234.7379217
JQE2116039,277.3517373
JQE2116040,568.5876397
JQE2116041,388.2703057
JQE2116042,131.5181737
JQE2116043,147.8176256
JQE2116044,189.5881012
JQE2116045,475.8735883
JQE2116046,704.6799325
JQE2116047,349.4052435
JQE2116048,602.6082787
JQE2116049,741.091502
JQE2116050,401.0431713
JQE2116051,919.6966889
JQE2116052,494.9150456
JQE2116053,820.5509257
JQE2116054,60.11434206
JQE2116055,644.2255654
JQE2116056,330.7230731
JQE2116057,255.11681
JQE2116058,117.3532414
JQE2116059,285.4689934
JQE2116060,667.9583229
JQE2116061,479.5713885
JQE2116062,335.9120366
JQE2116063,
JQE2116064,113.8421735
JQE2116065,160.645885
JQE2116301,
JQE2116304,90.42906025
JQE2117001,
JQE2117002,223.4800235
JQE2117003,112.7239749
JQE2117004,85.10849179
JQE2117005,47.99314678
JQE2117006,144.7256586
JQE2117007,132.1027733
JQE2117008,144.1663554
JQE2117009,205.2771898
JQE2117010,
JQE2117011,460.7309576
JQE2117012,244.2032103
JQE2117013,355.1030962
JQE2117014,121.2493391
JQE2117015,273.3808758
JQE2117016,422.4277803
JQE2117017,250.9552686
JQE2117018,337.5457231
JQE2117019,180.3531671
JQE2117020,310.986563
JQE2117021,196.5736842
JQE2117022,459.6715846
JQE2117023,
JQE2117024,147.9769293
JQE2117025,
JQE2117026,318.7556887
JQE2117027,431.4538505
JQE2117028,4.998350248
JQE2117029,418.7084781
JQE2117030,312.0976403
JQE2117031,130.8043141
JQE2117032,106.2626759
JQE2117033,492.9394096
JQE2117034,131.5633017
JQE2117035,89.47511111
JQE2117036,
JQE2117037,
JQE2117038,46.90019345
JQE2117039,
JQE2117040,
JQE2117041,
JQE2117042,
JQE2117043,
JQE2117044,
JQE2117045,92.04092064
JQE2117046,37.63323038
JQE2117047,437.981882
JQE2117048,414.8822981
JQE2117049,259.6838295
JQE2117050,40.02292058
JQE2117051,
JQE2117052,102.551684
JQE2117053,105.5222501
JQE2117054,397.4369722
JQE2117055,124.6747306
JQE2117056,333.2767693
JQE2117057,163.0139913
JQE2117058,219.7714434
JQE2117059,93.32404274
JQE2117060,119.2877108
JQE2117061,637.7441422
JQE2117062,259.4383017
JQE2117063,7.461205995
JQE2117064,199.7590659
JQE2117065,112.9859575
JQE2117066,123.6988552
JQE2117067,256.7497848
JQE2117068,143.8802974
JQE2117069,188.9053334
JQE2117070,222.5201905
JQE2117071,142.9382334
JQE2117072,163.3619079
JQE2117073,70.1947739
JQE2117074,
JQE2117075,99.89348668
JQE2117076,383.6718619
JQE2117077,662.7997293
JQE2117078,671.0114432
JQE2117079,438.0639131
JQE2117080,762.2498839
JQE2117081,209.0007917
JQE2117082,360.8924173
JQE2117083,218.0936916
JQE2117084,87.82154916
JQE2117085,434.4284816
JQE2117086,562.5437996
JQE2117087,707.4662936
JQE2117088,268.4463329
JQE2117090,
JQE2117091,211.0672405
JQE2117092,
JQE2117093,
JQE2117094,
JQE2117095,
JQE2117096,
JQE2117097,
JQE2117098,229.6788158
JQE2117099,62.95189756
JQE2117100,
JQE2117101,
JQE2117102,
JQE2117103,4.097782223
JQE2117398,
JQE2117399,3.714052055
JQE2117400,144.4066662
JQE2117401,
JQE2117402,
JQE2117403,
JQE2117404,
JQE2117405,
JQE2117406,
JQE2117407,
JQE2117408,
JQE2117409,13.37276956
JQE2117410,
JQE2117411,95.14190419
JQE2117412,
JQE2117089,642.9805206
JQE2118001,138.1661805
JQE2118002,439.8432849
JQE2118003,489.1007782
JQE2118004,523.2989819
JQE2118005,31.50420673
JQE2118006,212.9126045
JQE2118007,704.1265189
JQE2118008,256.6611797
JQE2118009,296.7950903
JQE2118010,286.0725771
JQE2118011,263.8760861
JQE2118012,742.1433835
JQE2118013,683.0107114
JQE2118014,427.092144
JQE2118015,572.0843433
JQE2118016,615.3097464
JQE2118017,122.5758562
JQE2118018,184.5895204
JQE2118019,327.2646526
JQE2118020,241.0508314
JQE2118021,370.3475836
JQE2118022,437.9673544
JQE2118023,192.4267703
JQE2118024,519.6821682
JQE2118025,340.6831966
JQE2118026,326.2640666
JQE2118027,230.9209486
JQE2118028,445.1533366
JQE2118029,499.8585565
JQE2118031,220.8793594
JQE2118032,294.6857418
JQE2118033,396.6349687
JQE2118034,340.701984
JQE2118035,700.3726544
JQE2118036,328.6868288
JQE2118037,301.2675285
JQE2118038,299.5677869
JQE2118039,374.4198313
JQE2118040,688.5752402
JQE2118041,664.9982275
JQE2118042,390.1389311
JQE2118043,273.816347
JQE2118044,686.5497921
JQE2118045,697.1574961
JQE2118046,309.0182543
JQE2118047,144.6417755
JQE2118048,211.56878
JQE2118049,117.2470136
JQE2118050,143.8888063
JQE2118051,44.9284366
JQE2118052,124.9865149
JQE2118053,
JQE2118054,191.8431703
JQE2118055,80.83338789
JQE2118056,3761.9668
JQE2118057,
JQE2118058,
JQE2118059,124.1092111
JQE2118060,383.7269102
JQE2118061,409.8081048
JQE2118062,347.3514735
JQE2118063,304.608648
JQE2118064,480.206835
JQE2118065,221.7436893
JQE2118066,
JQE2118067,264.3051371
JQE2118068,86.45485381
JQE2118069,308.6808636
JQE2118070,333.3290037
JQE2118071,8.885467053
JQE2118072,
JQE2118073,225.2694933
JQE2118074,234.7156056
JQE2118075,96.95550295
JQE2118076,265.9445902
JQE2118077,432.6100919
JQE2118078,242.3609237
JQE2118079,198.3831817
JQE2118080,215.074675
JQE2118081,
JQE2118082,4.60835527
JQE2118083,5.914974469
JQE2118084,
JQE2118085,23.58323932
JQE2119001,269.4054436
JQE2119002,519.2864642
JQE2119003,251.10866
JQE2119004,113.2599863
JQE2119005,
JQE2119006,336.4111871
JQE2119007,17.43882438
JQE2119008,1.761741625
JQE2119009,4.838571113
JQE2119010,542.3825295
JQE2119011,338.6480321
JQE2119012,95.0063433
JQE2119013,274.6460865
JQE2119014,284.3706608
JQE2119015,331.7266636
JQE2119016,
JQE2119017,123.5204374
JQE2119018,126.3929953
JQE2119019,748.2096299
JQE2119020,628.64913
JQE2119021,658.0935171
JQE2119022,613.1906851
JQE2119023,538.2933579
JQE2119024,434.88878
JQE2119025,695.0569445
JQE2119026,598.8686347
JQE2119027,414.7984928
JQE2119028,693.3947438
JQE2119029,493.2438971
JQE2119030,442.5836938
JQE2119031,148.8065338
JQE2119032,750.3301116
JQE2119033,405.3079178
JQE2119034,459.8009595
JQE2119035,560.5092306
JQE2119036,403.973248
JQE2119037,392.7277877
JQE2119038,391.6577276
JQE2119039,574.9346847
JQE2119040,460.678918
JQE2119041,5.168989901
JQE2119042,4.79439788
JQE2119043,168.5459394
JQE2119044,
JQE2119045,123.6452229
JQE2119046,2.494521506
JQE2119047,19.2960014
JQE2119048,
JQE2119049,576.6569832
JQE2119050,
JQE2119051,405.824096
JQE2119052,
JQE2119053,428.8228466
JQE2119054,
JQE2119055,6.479538582
JQE2119056,207.0743138
JQE2119057,125.7383113
JQE2119058,
JQE2119059,
JQE2119060,
JQE2119061,164.9726209
JQE2119062,132.071536
JQE2119063,
JQE2119064,169.7277189
JQE2119065,91.63755066
JQE2119066,430.5022814
JQE2119067,130.1343155
JQE2119068,504.3095398
JQE2119069,676.5152699
JQE2119070,698.500437
JQE2119071,724.4362754
JQE2119072,506.4755232
JQE2119073,528.4871839
JQE2119074,221.3967566
JQE2119075,133.9140756
JQE2119076,197.5654154
JQE2119077,186.9970153
JQE2119078,141.8852961
JQE2119079,113.3985125
JQE2119080,228.6049155
JQE2119081,26.72207872
JQE2119082,139.7978734
JQE2119083,372.4661223
JQE2119084,731.8545529
JQE2119085,234.7976874
JQE2119086,608.8934954
JQE2119087,102.4114372
JQE2119088,448.5157387
JQE2119089,489.399541
JQE2119090,226.7136846
JQE2119091,416.8539079
JQE2119092,484.79082
JQE2119093,388.59552
JQE2119094,386.7821334
JQE2119095,233.4151115
JQE2119096,340.3633227
JQE2119097,227.7857045
JQE2119098,280.6008855
JQE2119099,510.1000567
JQE2119100,283.3858759
JQE2119101,243.8587951
JQE2119102,187.0265503
JQE2119103,68.96221971
JQE2120001,5.780260023
JQE2120002,3223.067776
JQE2120003,272.0327126
JQE2120004,186.4739714
JQE2120005,523.132508
JQE2120006,438.8390694
JQE2120007,544.5411534
JQE2120008,879.7664405
JQE2121001,750.0531338
JQE2121002,663.9333932
JQE2121003,751.672395
JQE2121004,445.778848
JQE2121005,749.8434057
JQE2121007,215.4242075
JQE2121008,
JQE2121009,193.2617914
JQE2121010,171.8025967
JQE2121011,397.0437504
JQE2121012,341.2488598
JQE2121013,189.2613313
JQE2121014,182.563573
JQE2121015,227.6270109
JQE2121016,139.8081117
JQE2121017,1049.814804
JQE2121018,698.2252612
JQE2121019,293.5053484
JQE2121020,796.2058483
JQE2121021,780.926063
JQE2121022,
JQE2121023,
JQE2121024,346.6166583
JQE2121025,165.4075986
JQE2121026,930.0452523
JQE2121027,225.5627232
JQE2121028,292.3798437
JQE2121006,11.40232693
JQE2122001,386.3278404
JQE2122002,593.3579223
JQE2122003,238.8480536
JQE2122004,242.2799257
JQE2122005,773.8385895
JQE2122006,581.0192354
JQE2122007,
JQE2122008,286.8097555
JQE2122009,388.0317943
JQE2122010,6.347448241
JQE2122011,598.0689078
JQE2122012,424.3102573
JQE2122013,404.9334458
JQE2122014,12.68878896
JQE2122015,903.4474549
JQE2122016,
JQE2122017,505.1121498
JQE2122018,113.9534533
JQE2122019,588.2500078
JQE2122020,
JQE2122021,346.1830595
JQE2122022,372.2286631
JQE2122023,1599.258564
JQE2122024,435.9292962
JQE2122025,27.08602886
JQE2122026,71.44847913
JQE2122027,70.59800411
JQE2122028,296.4455823
JQE2122029,259.761381
JQE2122030,357.4737642
JQE2122031,3656.203977
JQE2122032,59.93176391
JQE2122033,275.2657697
JQE2122034,127.9544099
JQE2122035,491.8479125
JQE2122036,26.83730265
JQE2122037,217.9233069
JQE2122038,62.18347829
JQE2122039,211.812341
JQE2122040,967.5495757
JQE2122041,
JQE2122042,
JQE2122043,127.7627868
JQE2122044,19226.43993
JQE2122045,207.4304965
JQE2122046,1386.610912
JQE2122047,39.46922472
JQE2122048,
JQE2123001,
JQE2123002,220.3342495
JQE2123003,73.64990939
JQE2123004,
JQE2123005,305.8227228
JQE2123006,880.2608163
JQE2123007,871.2547927
JQE2123008,
JQE2123009,495.2690983
JQE2123010,175.5340733
JQE2123011,
JQE2123012,19.33126512
JQE2123013,707.5781264
JQE2123014,
JQE2123015,
JQE2123016,401.4672135
JQE2123017,582.4585641
JQE2123018,
JQE2123019,
JQE2123020,45.090462
JQE2123021,89.21321528
JQE2123022,185.4791861
JQE2123023,350.1846534
JQE2123024,160.1501972
JQE2123025,171.4499693
JQE2123026,270.6827264
JQE2123027,1222.573454
JQE2123028,833.6012478
JQE2123029,647.1703275
JQE2123030,205.7419513
JQE2123031,1376.065353
JQE2123032,311.7918278
JQE2123033,
JQE2123034,427.3155051
JQE2123035,190.0295447
JQE2123036,11.42027208
JQE2123037,1671.96744
JQE2123038,
JQE2123039,494.4925932
JQE2123040,1753.600072
JQE2123041,2681.775095
JQE2123042,43.40157521
JQE2123043,
JQE2114306,580.4340496
JQE2124001,539.8513641
JQE2124002,88.79249354
JQE2124003,273.5030087
JQE2124004,
JQE2124005,
JQE2124006,
JQE2124007,1040.803164
JQE2124008,549.3119876
JQE2124009,
JQE2124010,95.66795707
JQE2124011,333.9236156
JQE2124012,
JQE2124014,39.71829004
JQE2124015,
JQE2124016,936.0951325
JQE2124017,155.256692
JQE2124018,240.2498125
JQE2124019,
JQE2124020,92.96854221
JQE2124021,1217.572613
JQE2124022,19.28118299
JQE2124023,1835.777876
JQE2124024,425.9498346
JQE2124025,28.08130135
JQE2124026,1115.169939
JQE2124027,254.5779151
JQE2124028,208.6141374
JQE2124029,1349.202534
JQE2124030,53.12167892
JQE2124031,639.5410149
JQE2124032,9.92155616
JQE2124033,244.1476676
JQE2124034,9.112029571
JQE2124035,570.2599655
JQE2124036,319.7941151
JQE2124037,399.5806986
JQE2124038,715.8403045
JQE2124039,285.0847108
JQE2124040,
JQE2124041,34.97586582
JQE2124042,951.0823203
JQE2124043,337.4804315
JQE2124044,
JQE2124045,18.00652686
JQE2124046,5.43263921
JQE2124047,241.5393471
JQE2124048,8.766228717
JQE2124049,220.0156079
JQE2124050,184.6129601
JQE2124051,99.47298842
JQE2124052,14.6282562
JQE2124053,138.9034394
JQE2124054,
JQE2124055,593.9310253
JQE2124056,
JQE2124057,
JQE2124058,430.7239787
JQE2124059,238.7059281
JQE2124060,110.5933909
JQE2124061,
JQE2124062,
JQE2124063,348.4286805
JQE2124064,468.3696033
JQE2124303,
JQE2124304,
JQE2124310,512.2514178
JQE2124311,165.9444889
JQE2124312,149.6934445
JQE2125001,
JQE2125002,3.473414795
JQE2125003,203.3551841
JQE2125004,
JQE2125005,102.9982848
JQE2125006,289.7222252
JQE2125007,177.3784089
JQE2125008,272.1687787
JQE2125009,283.5525529
JQE2125010,
JQE2125011,
JQE2125012,9.576466627
JQE2125013,215.6734608
JQE2125014,8.141650612
JQE2125015,352.5997649
JQE2125016,447.1536395
JQE2125017,282.753563
JQE2125018,100.4512651
JQE2125019,200.1277298
JQE2125020,614.0864487
JQE2125021,640.4039323
JQE2125022,92.18332014
JQE2125023,
JQE2125024,218.9229404
JQE2125025,
JQE2125026,58.00408276
JQE2125027,25.81678879
JQE2125028,389.0774681
JQE2125029,79.37112819
JQE2125030,73.29049809
JQE2125031,
JQE2125032,665.8959433
JQE2125033,221.2821872
JQE2125034,5.360085046
JQE2125035,2.144877989
JQE2125036,126.4068314
JQE2125037,346.3052942
JQE2125038,144.3498833
JQE2125039,145.5573738
JQE2125040,
JQE2125041,
JQE2125042,203.286742
JQE2125043,95.48315854
JQE2125044,171.8119107
JQE2125045,316.8874278
JQE2125046,
JQE2125047,
JQE2125048,
JQE2125049,175.1703375
JQE2125050,82.61410381
JQE2125051,2969.66675
JQE2125052,126.0643579
JQE2125053,
JQE2125054,
JQE2125055,16.61530653
JQE2125056,
JQE2125057,
JQE2125058,5308.106632
JQE2125059,
JQE2125060,
JQE2125061,
JQE2125062,
JQE2125063,
JQE2125064,151.2402023
JQE2125065,6.406986225
JQE2125066,
JQE2125067,2535.123403
JQE2125068,
JQE2125069,490.6688412
JQE2125070,
JQE2125071,
JQE2125072,
JQE2125073,234.974473
JQE2125074,188.6025689
JQE2126001,3575.780236
JQE2126002,118.6482349
JQE2126003,21.63931635
JQE2126004,
JQE2126005,515.585221
JQE2126006,145.3148795
JQE2126007,8.595239422
JQE2126008,237.8959366
JQE2126009,483.1199589
JQE2126010,301.0135882
JQE2126011,469.8992958
JQE2126012,265.3583403
JQE2126013,116.1896613
JQE2126014,235.7450982
JQE2126015,232.4844126
JQE2126016,444.9570851
JQE2126017,1189.246076
JQE2126018,242.553683
JQE2126019,1076.860492
JQE2126020,224.8129718
JQE2126021,233.6672506
JQE2126022,6.635812059
JQE2126023,113.9693992
JQE2126024,
JQE2126025,453.5782046
